HSB  11.100 1.00 Pg
LAS  18.130 1.00 Pg
QOM  14.460 1.00 Pg
QAMS 27.220 1.00 Pg
SFB  17.040 1.00 Pg
VRN   4.700 1.00 Pg
VRN   8.480 1.00 Sg
# 2018 01 18 10 49 05.400000 35.158 51.861  12.6  2.4 0.0 0.0 0.0        75
DMV   8.860 1.00 Pg
FIR  16.840 1.00 Pg
HSB  11.080 1.00 Pg
KLH  33.410 1.00 Pn
KRSH 22.800 1.00 Pg
LAS  17.850 1.00 Pg
QAMS 26.980 1.00 Pg
QOM  14.280 1.00 Pg
SFB  16.900 1.00 Pg
VRN   4.660 1.00 Pg
# 2018 01 18 14 12 18.600000 35.849 52.818  10.0  1.6 0.0 0.0 0.0        76
ALA   5.200 1.00 Pg
